"origine";"destination";"premiereclasse";"secondeclasse";"loisir2nd";"Commentaires"
"3429";"PARIS MONTPARNASSE 1 ET 2";"CHATELLERAULT";"112";20;"78";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3430";"PARIS MONTPARNASSE 1 ET 2";"FUTUROSCOPE";"113";20;"79";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3431";"PARIS MONTPARNASSE 1 ET 2";"LA ROCHE SUR YON";"128";25;"88";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3432";"PARIS MONTPARNASSE 1 ET 2";"LANDERNEAU";"142";20;"100";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3433";"PARIS MONTPARNASSE 1 ET 2";"LIBOURNE";"133";20;"99";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3434";"PARIS MONTPARNASSE 1 ET 2";"MONTAUBAN VILLE BOURBON";"173";25;"120";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3435";"PARIS MONTPARNASSE 1 ET 2";"QUIMPER";"147";20;"103";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3436";"PARIS MONTPARNASSE 1 ET 2";"REDON";"136";20;"94";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3437";"PARIS MONTPARNASSE 1 ET 2";"RENNES";"131";20;"93";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3438";"PARIS MONTPARNASSE 1 ET 2";"ROSPORDEN";"147";20;"103";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3439";"PARIS MONTPARNASSE 1 ET 2";"SABLE";"102";15;"72";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3440";"PARIS MONTPARNASSE 1 ET 2";"SAVENAY";"128";25;"88";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3441";"PARIS MONTPARNASSE 1 ET 2";"ST BRIEUC";"136";20;"94";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3442";"PARIS MONTPARNASSE 1 ET 2";"ST JEAN DE LUZ CIBOURE";"173";25;"123";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3443";"PARIS MONTPARNASSE 1 ET 2";"ST MALO";"138";20;"95";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3444";"PARIS MONTPARNASSE 1 ET 2";"ST NAZAIRE";"128";25;"88";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3445";"PARIS MONTPARNASSE 1 ET 2";"TARBES";"173";25;"128";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3446";"PARIS MONTPARNASSE 1 ET 2";"TOULOUSE MATABIAU";"173";25;"121";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3447";"PARIS MONTPARNASSE 1 ET 2";"VANNES";"136";20;"97";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3448";"PARIS MONTPARNASSE 1 ET 2";"VITRE";"112";15;"78";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3449";"PARIS MONTPARNASSE 1 ET 2";"ARCACHON";"134";25;"102";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3450";"PARIS MONTPARNASSE 1 ET 2";"AURAY";"127";20;"91";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3451";"PARIS MONTPARNASSE 1 ET 2";"BAYONNE";"147";25;"112";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3452";"PARIS MONTPARNASSE 1 ET 2";"CHATELLERAULT";"107";20;"75";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3453";"PARIS MONTPARNASSE 1 ET 2";"FUTUROSCOPE";"107";20;"75";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3454";"PARIS MONTPARNASSE 1 ET 2";"LA ROCHE SUR YON";"120";25;"83";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3455";"PARIS MONTPARNASSE 1 ET 2";"LANDERNEAU";"131";20;"92";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3456";"PARIS MONTPARNASSE 1 ET 2";"LIBOURNE";"126";20;"96";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3457";"PARIS MONTPARNASSE 1 ET 2";"MONTAUBAN VILLE BOURBON";"142";25;"109";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3458";"PARIS MONTPARNASSE 1 ET 2";"NARBONNE";"162";25;"116";""
"3459";"PARIS MONTPARNASSE 1 ET 2";"QUIMPER";"134";20;"95";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3460";"PARIS MONTPARNASSE 1 ET 2";"REDON";"122";20;"84";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3461";"PARIS MONTPARNASSE 1 ET 2";"RENNES";"113";20;"80";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3462";"PARIS MONTPARNASSE 1 ET 2";"ROSPORDEN";"134";20;"95";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3463";"PARIS MONTPARNASSE 1 ET 2";"SABLE";"95";15;"67";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3464";"PARIS MONTPARNASSE 1 ET 2";"SAVENAY";"125";25;"86";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3465";"PARIS MONTPARNASSE 1 ET 2";"SETE";"162";25;"116";""
"3466";"PARIS MONTPARNASSE 1 ET 2";"ST BRIEUC";"122";20;"84";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3467";"PARIS MONTPARNASSE 1 ET 2";"ST JEAN DE LUZ CIBOURE";"147";25;"112";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3468";"PARIS MONTPARNASSE 1 ET 2";"ST MALO";"123";20;"85";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3469";"PARIS MONTPARNASSE 1 ET 2";"ST NAZAIRE";"125";25;"86";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3470";"PARIS MONTPARNASSE 1 ET 2";"ST PIERRE DES CORPS";"89";15;"65";""
"3471";"PARIS MONTPARNASSE 1 ET 2";"TARBES";"156";25;"118";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3472";"PARIS MONTPARNASSE 1 ET 2";"TOULOUSE MATABIAU";"142";25;"109";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3473";"PARIS MONTPARNASSE 1 ET 2";"VANNES";"123";20;"88";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3474";"PARIS MONTPARNASSE 1 ET 2";"VITRE";"104";15;"72";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3475";"PARIS MONTPARNASSE 3 VAUGIRARD";"FUTUROSCOPE";"107";NA;"75";""
"3476";"PARIS NORD";"AIME LA PLAGNE";"161";25;"118";""
"3477";"PARIS NORD";"AIX LES BAINS LE REVARD";"136";25;"103";""
"3478";"PARIS NORD";"ALBERTVILLE";"154";25;"115";""
"3479";"PARIS NORD";"ANNEMASSE";"152";25;"108";""
"3480";"PARIS NORD";"ANTIBES";"185";25;"132";""
"3481";"PARIS NORD";"ARRAS";"61";15;"50";""
"3482";"PARIS NORD";"BELLEGARDE";"129";25;"91";""
"3483";"PARIS NORD";"BETHUNE";"70";15;"57";""
"3484";"PARIS NORD";"BOURG EN BRESSE";"121";20;"84";""
"3485";"PARIS NORD";"BOURG ST MAURICE";"161";25;"118";""
"3486";"PARIS NORD";"CALAIS FRETHUN";"86";15;"66";""
"3487";"PARIS NORD";"DOUAI";"66";15;"52";""
"3488";"PARIS NORD";"EVIAN LES BAINS";"152";25;"108";""
"3489";"PARIS NORD";"LE CREUSOT MONTCEAU MONTCHANIN";"114";20;"82";""
"3490";"PARIS NORD";"LENS";"66";15;"52";""
"3491";"PARIS NORD";"LES ARCS DRAGUIGNAN";"185";25;"132";""
"3492";"PARIS NORD";"MONTELIMAR";"144";25;"105";""
"3493";"PARIS NORD";"MOUTIERS SALINS BRIDES";"159";25;"118";""
"3494";"PARIS NORD";"NARBONNE";"162";25;"116";""
"3495";"PARIS NORD";"SALLANCHES COMBLOUX MEGEVE";"163";25;"119";""
"3496";"PARIS NORD";"ST GERVAIS LES BAINS LE FAYET";"163";25;"119";""
"3497";"PARIS NORD";"ST MICHEL VALLOIRE";"154";25;"113";""
"3498";"PARIS NORD";"ST OMER";"79";15;"64";""
"3499";"PARIS NORD";"ST RAPHAEL VALESCURE";"185";25;"132";""
"3500";"PARIS NORD";"THONON LES BAINS";"152";25;"108";""
"3501";"PARIS NORD";"TOULON";"166";25;"121";""
"3502";"PARIS NORD";"VALENCE";"143";25;"103";""
"3503";"PARIS NORD";"VALENCE TGV";"147";25;"107";""
"3504";"PARIS NORD";"VALENCIENNES";"72";15;"57";""
"3505";"PAU ";" CHATELLERAULT";"102";NA;"70";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3506";"PAU ";"FUTUROSCOPE";"100";NA;"70";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3507";"PAU ";" MASSY TGV";"173";25;"123";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3508";"PAU ";"PARIS MONTPARNASSE 1 ET 2";"173";25;"123";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3509";"PAU";"ANGOULEME";"82";NA;"55";""
"3510";"PAU";"BORDEAUX ST JEAN";"58";NA;"40";""
"3511";"PAU";"CHATELLERAULT";"100";NA;"69";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3512";"PAU";"FACTURE BIGANOS";"50";NA;"35";""
"3513";"PAU";"FUTUROSCOPE";"102";NA;"70";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3514";"PAU";"LIBOURNE";"65";NA;"44";""
"3515";"PAU";"LOURDES";"15,5";NA;"10,6";""
"3516";"PAU";"MASSY TGV";"147";25;"112";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3517";"PAU";"MORCENX";"27";NA;"19";""
"3518";"PAU";"ORTHEZ";"15,5";NA;"10,7";""
"3519";"PAU";"PARIS AUSTERLITZ";"147";25;"112";""
"3520";"PAU";"PARIS MONTPARNASSE 1 ET 2";"147";25;"112";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3521";"PAU";"POITIERS";"100";NA;"69";""
"3522";"PAU";"ST PIERRE DES CORPS";"113";25;"78";""
"3523";"PAU";"TARBES";"20,5";NA;"13,7";""
"3524";"PERPIGNAN";"AGDE";"34";NA;"23";""
"3525";"PERPIGNAN";"ARRAS";"188";30;"150";""
"3526";"PERPIGNAN";"CHALON SUR SAONE";"124";25;"84";""
"3527";"PERPIGNAN";"DOUAI";"188";30;"150";""
"3528";"PERPIGNAN";"LE CREUSOT MONTCEAU MONTCHANIN";"125";25;"84";""
"3529";"PERPIGNAN";"MASSY TGV";"175";25;"124";""
"3530";"PERPIGNAN";"MONTELIMAR";"76";20;"50";""
"3531";"PERPIGNAN";"NARBONNE";"22,5";NA;"14,8";""
"3532";"PERPIGNAN";"PARIS GARE DE LYON";"175";25;"124";""
"3533";"PERPIGNAN";"PARIS MONTPARNASSE";"175";25;"124";""
"3534";"PERPIGNAN";"PARIS NORD";"175";25;"124";""
"3535";"PERPIGNAN";"SETE";"39";NA;"26,5";""
"3536";"PERPIGNAN";"TGV HAUTE PICARDIE";"188";30;"150";""
"3537";"PERPIGNAN";"TOULOUSE MATABIAU";"55";15;"37";""
"3538";"PERPIGNAN";"VALENCE";"95";20;"65";""
"3539";"PERPIGNAN";"VALENCE TGV";"95";20;"65";""
"3540";"PLOUARET TREGOR ";"PARIS MONTPARNASSE 1 ET 2";"138";20;"99";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3541";"PLOUARET TREGOR";"LANDERNEAU";"23";NA;"16";""
"3542";"PLOUARET TREGOR";"PARIS MONTPARNASSE 1 ET 2";"127";20;"91";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3543";"PLOUARET TREGOR";"RENNES";"44";NA;"31";""
"3544";"PLOUARET TREGOR";"ST BRIEUC";"20,5";NA;"13,5";""
"3545";"PLOUARET TREGOR";"VITRE";"51";NA;"36";""
"3546";"POITIERS ";" ARCACHON";"76";NA;"51";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3547";"POITIERS ";"PARIS MONTPARNASSE 1 ET 2";"113";20;"79";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3548";"POITIERS ";"ST PIERRE DES CORPS";"36";NA;"24,5";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3549";"POITIERS ";" TGV HAUTE PICARDIE";"131";25;"104";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3550";"POITIERS";"ARCACHON";"73";NA;"49";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3551";"POITIERS";"ARRAS";"143";25;"109";""
"3552";"POITIERS";"BAYONNE";"93";NA;"65";""
"3553";"POITIERS";"CHATELLERAULT";"13,7";NA;"9,2";""
"3554";"POITIERS";"DOUAI";"143";25;"109";""
"3555";"POITIERS";"FUTUROSCOPE";"4,2";NA;"2,9";""
"3556";"POITIERS";"LIBOURNE";"53";NA;"38";""
"3557";"POITIERS";"MARMANDE";"84";NA;"58";""
"3558";"POITIERS";"MONTAUBAN VILLE BOURBON";"95";20;"66";""
"3559";"POITIERS";"PARIS MONTPARNASSE 1 ET 2";"107";20;"75";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3560";"POITIERS";"SAVERNE";"182";30;"137";""
"3561";"POITIERS";"ST JEAN DE LUZ CIBOURE";"98";NA;"67";""
"3562";"POITIERS";"ST PIERRE DES CORPS";"31";NA;"21";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3563";"POITIERS";"TARBES";"105";25;"73";""
"3564";"POITIERS";"TGV HAUTE PICARDIE";"129";25;"102";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3565";"POITIERS";"TOULOUSE MATABIAU";"103";25;"72";""
"3566";"PORNICHET ";"AEROPORT CDG 2 TGV ROISSY";"128";25;"88";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3567";"PORNICHET ";"MARNE LA VALLEE CHESSY";"128";25;"88";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3568";"PORNICHET ";"PARIS MONTPARNASSE 1 ET 2";"128";25;"88";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3569";"PORNICHET";"AEROPORT CDG 2 TGV ROISSY";"126";25;"87";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3570";"PORNICHET";"GRENOBLE";"165";25;"125";""
"3571";"PORNICHET";"LA BAULE ESCOUBLAC";"4,3";NA;"2,2";""
"3572";"PORNICHET";"LE CREUSOT MONTCEAU MONTCHANIN";"140";NA;"107";""
"3573";"PORNICHET";"LE CROISIC";"7,9";NA;"4,6";""
"3574";"PORNICHET";"LE POULIGUEN";"5,7";NA;"3";""
"3575";"PORNICHET";"LILLE EUROPE";"140";25;"108";""
"3576";"PORNICHET";"LYON PART DIEU";"150";25;"113";""
"3577";"PORNICHET";"LYON PERRACHE";"150";25;"113";""
"3578";"PORNICHET";"LYON ST EXUPERY";"150";25;"113";""
"3579";"PORNICHET";"MARNE LA VALLEE CHESSY";"126";25;"87";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3580";"PORNICHET";"NANTES";"24";NA;"17";""
"3581";"PORNICHET";"PARIS MONTPARNASSE 1 ET 2";"126";25;"87";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3582";"PORNICHET";"SABLE";"54";NA;"38";""
"3583";"PORNICHET";"ST NAZAIRE";"8,3";NA;"4,7";""
"3584";"PORNICHET";"ST PIERRE DES CORPS";"66";NA;"45";""
"3585";"PORNICHET";"TGV HAUTE PICARDIE";"124";NA;"98";""
"3586";"QUIMPER";"AIX LES BAINS LE REVARD";"190";30;"147";""
"3587";"QUIMPER";"ALBERTVILLE";"190";30;"147";""
"3588";"QUIMPER";"AURAY";"31";NA;"21,5";""
"3589";"QUIMPER";"DOUAI";"161";25;"125";""
"3590";"QUIMPERLE ";"AEROPORT CDG 2 TGV ROISSY";"147";20;"103";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3591";"QUIMPERLE ";" LILLE EUROPE";"169";25;"131";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3592";"QUIMPERLE ";"MARNE LA VALLEE CHESSY";"147";20;"103";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3593";"QUIMPERLE ";"PARIS MONTPARNASSE 1 ET 2";"147";20;"103";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3594";"QUIMPERLE ";" TGV HAUTE PICARDIE";"147";25;"106";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3595";"QUIMPERLE";"AEROPORT CDG 2 TGV ROISSY";"134";20;"95";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3596";"QUIMPERLE";"ARRAS";"161";25;"125";""
"3597";"QUIMPERLE";"AURAY";"19";NA;"12,9";""
"3598";"QUIMPERLE";"DOUAI";"161";25;"125";""
"3599";"QUIMPERLE";"LILLE EUROPE";"161";25;"125";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3600";"QUIMPERLE";"LORIENT";"9,5";NA;"6,3";""
"3601";"QUIMPERLE";"MARNE LA VALLEE CHESSY";"134";20;"95";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3602";"QUIMPERLE";"PARIS MONTPARNASSE 1 ET 2";"134";20;"95";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3603";"QUIMPERLE";"QUIMPER";"17,5";NA;"11,9";""
"3604";"QUIMPERLE";"REDON";"38";NA;"26";""
"3605";"QUIMPERLE";"RENNES";"51";NA;"36";""
"3606";"QUIMPERLE";"ROSPORDEN";"11,5";NA;"7,9";""
"3607";"QUIMPERLE";"TGV HAUTE PICARDIE";"134";25;"106";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3608";"QUIMPERLE";"VANNES";"23";NA;"16";""
"3609";"QUIMPERLE";"VITRE";"66";NA;"45";""
"3610";"QUIMPER";"REDON";"47";NA;"33";""
"3611";"QUIMPER";"SALLANCHES COMBLOUX MEGEVE";"190";30;"147";""
"3612";"QUIMPER";"ST GERVAIS LES BAINS LE FAYET";"190";30;"147";""
"3613";"QUIMPER";"ST MICHEL VALLOIRE";"190";30;"147";""
"3614";"QUIMPER";"VANNES";"37";NA;"24,5";""
"3615";"QUIMPER";"VITRE";"68";NA;"46";""
"3616";"RANG DU FLIERS VERTON";"CALAIS FRETHUN";"26";NA;"18";""
"3617";"RANG DU FLIERS VERTON";"ETAPLES LE TOUQUET";"7";NA;"3,9";""
"3618";"RANG DU FLIERS VERTON";"LILLE EUROPE";"58";NA;"39";""
"3619";"RANG DU FLIERS VERTON";"PARIS NORD";"86";15;"66";""
"3620";"REDON";"AURAY";"23,5";NA;"16,5";""
"3621";"REDON";"SALLANCHES COMBLOUX MEGEVE";"179";30;"137";""
"3622";"REDON";"ST MICHEL VALLOIRE";"179";NA;"137";""
"3623";"REDON";"VITRE";"35";NA;"23";""
"3624";"REIMS";"BAR LE DUC";"43";NA;"31";""
"3625";"REIMS";"CHALONS EN CHAMPAGNE";"27";NA;"15,5";""
"3626";"REIMS";"CHARLEVILLE MEZIERES";"28,5";NA;"19,5";""
"3627";"REIMS";"SEDAN";"34";NA;"22,5";""
"3628";"RENNES ";" DOUAI";"144";25;"113";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3629";"RENNES ";" TGV HAUTE PICARDIE";"135";25;"106";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3630";"RENNES ";" VALENCE TGV";"168";25;"139";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3631";"RENNES";"AIX LES BAINS LE REVARD";"166";25;"127";""
"3632";"RENNES";"ALBERTVILLE";"170";25;"132";""
"3633";"RENNES";"AURAY";"42";NA;"28,5";""
"3634";"RENNES";"DOUAI";"137";25;"108";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3635";"RENNES";"LANDERNEAU";"57";NA;"40";""
"3636";"RENNES";"LE CREUSOT MONTCEAU MONTCHANIN";"140";25;"107";""
"3637";"RENNES";"QUIMPER";"61";NA;"42";""
"3638";"RENNES";"REDON";"23";NA;"16";""
"3639";"RENNES";"ROSPORDEN";"57";NA;"39";""
"3640";"RENNES";"SALLANCHES COMBLOUX MEGEVE";"170";25;"132";""
"3641";"RENNES";"ST BRIEUC";"31";NA;"21,5";""
"3642";"RENNES";"ST GERVAIS LES BAINS LE FAYET";"170";25;"132";""
"3643";"RENNES";"ST MALO";"24,5";NA;"17,5";""
"3644";"RENNES";"ST MICHEL VALLOIRE";"170";25;"132";""
"3645";"RENNES";"TGV HAUTE PICARDIE";"124";25;"98";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3646";"RENNES";"VALENCE";"160";25;"132";""
"3647";"RENNES";"VALENCE TGV";"160";25;"132";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3648";"RENNES";"VANNES";"38";NA;"25,5";""
"3649";"RENNES";"VITRE";"14,8";NA;"10,5";""
"3650";"RETHEL";"CHARLEVILLE MEZIERES";"18";NA;"11,9";""
"3651";"RETHEL";"PARIS EST";"69";15;"44";""
"3652";"RETHEL";"REIMS";"15";NA;"10,2";""
"3653";"RETHEL";"SEDAN";"23";NA;"15,5";""
"3654";"RIVES";"AEROPORT CDG 2 TGV ROISSY";"130";NA;"96";""
"3655";"RIVES";"LE CREUSOT MONTCEAU MONTCHANIN";"69";NA;"44";""
"3656";"RIVES";"LILLE EUROPE";"155";NA;"118";""
"3657";"RIVES";"LYON PART DIEU";"31";NA;"18,5";""
"3658";"RIVES";"LYON ST EXUPERY";"41";NA;"20";""
"3659";"RIVES";"MARNE LA VALLEE CHESSY";"130";NA;"96";""
"3660";"RIVES";"PARIS GARE DE LYON";"130";NA;"96";""
"3661";"RIVES";"TGV HAUTE PICARDIE";"144";NA;"107";""
"3662";"ROSPORDEN ";" TGV HAUTE PICARDIE";"147";25;"106";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3663";"ROSPORDEN ";" VITRE";"66";NA;"45";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3664";"ROSPORDEN";"AURAY";"24";NA;"17,5";""
"3665";"ROSPORDEN";"DOUAI";"161";25;"125";""
"3666";"ROSPORDEN";"QUIMPER";"10";NA;"6,5";""
"3667";"ROSPORDEN";"REDON";"43";NA;"30";""
"3668";"ROSPORDEN";"TGV HAUTE PICARDIE";"134";25;"106";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3669";"ROSPORDEN";"VANNES";"31";NA;"21";""
"3670";"ROSPORDEN";"VITRE";"64";NA;"44";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3671";"ROUBAIX";"ARRAS";"35";NA;"18";""
"3672";"ROUBAIX";"CROIX WASQUEHAL";"4,8";NA;"1,6";""
"3673";"ROUBAIX";"PARIS NORD";"82";15;"63";""
"3674";"ROUEN RIVE DROITE";"ALBERTVILLE";"160";25;"121";""
"3675";"ROUEN RIVE DROITE";"VALENCE";"154";25;"112";""
"3676";"ROUEN RIVE DROITE";"VALENCE TGV";"154";25;"112";""
"3677";"ROUEN RIVE DROITE";"YVETOT";"14,8";NA;"10,5";""
"3678";"RUFFEC CHARENTE ";" MONTAUBAN VILLE BOURBON";"78";NA;"53";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3679";"RUFFEC CHARENTE ";"PARIS MONTPARNASSE 1 ET 2";"129";20;"93";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3680";"RUFFEC CHARENTE";"BAYONNE";"82";NA;"55";""
"3681";"RUFFEC CHARENTE";"CHATELLERAULT";"30";NA;"21";""
"3682";"RUFFEC CHARENTE";"FUTUROSCOPE";"23,5";NA;"17";""
"3683";"RUFFEC CHARENTE";"LIBOURNE";"42";NA;"28,5";""
"3684";"RUFFEC CHARENTE";"MONTAUBAN VILLE BOURBON";"76";NA;"52";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3685";"RUFFEC CHARENTE";"PARIS MONTPARNASSE 1 ET 2";"121";20;"87";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3686";"RUFFEC CHARENTE";"POITIERS";"21,5";NA;"14,8";""
"3687";"RUFFEC CHARENTE";"ST JEAN DE LUZ CIBOURE";"82";NA;"55";""
"3688";"RUFFEC CHARENTE";"ST PIERRE DES CORPS";"45";NA;"31";""
"3689";"RUFFEC CHARENTE";"TOULOUSE MATABIAU";"103";25;"72";""
"3690";"SABLE";"LA ROCHE SUR YON";"53";NA;"38";""
"3691";"SABLE";"ST NAZAIRE";"51";NA;"36";""
"3692";"SAINT MICHEL VALLOIRE";"MASSY PALAISEAU";"154";25;"113";""
"3693";"SAINT MICHEL VALLOIRE";"VERSAILLES CHANTIERS";"154";25;"113";""
"3694";"SALLANCHES COMBLOUX MEGEVE";"AURAY";"179";30;"137";""
"3695";"SARREBOURG";"SAVERNE";"11";NA;"7,6";""
"3696";"SAUMUR ";" LYON PART DIEU";"140";25;"99";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3697";"SAUMUR ";" LYON PERRACHE";"140";25;"99";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3698";"SAUMUR";"AIX EN PROVENCE TGV";"173";25;"133";""
"3699";"SAUMUR";"AVIGNON";"173";25;"133";""
"3700";"SAUMUR";"AVIGNON TGV";"173";25;"133";""
"3701";"SAUMUR";"GRENOBLE";"158";25;"93";""
"3702";"SAUMUR";"LE CREUSOT MONTCEAU MONTCHANIN";"135";25;"95";""
"3703";"SAUMUR";"LILLE EUROPE";"127";25;"101";""
"3704";"SAUMUR";"LYON PART DIEU";"135";25;"96";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3705";"SAUMUR";"LYON PERRACHE";"135";25;"96";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3706";"SAUMUR";"LYON ST EXUPERY";"135";25;"96";""
"3707";"SAUMUR";"MARSEILLE ST CHARLES";"173";25;"133";""
"3708";"SAUMUR";"MASSY TGV";"97";20;"70";""
"3709";"SAUMUR";"MONTPELLIER";"173";25;"133";""
"3710";"SAUMUR";"NANTES";"39";NA;"26,5";""
"3711";"SAUMUR";"NIMES";"173";25;"133";""
"3712";"SAUMUR";"PARIS MONTPARNASSE 1 ET 2";"97";20;"70";""
"3713";"SAUMUR";"ST PIERRE DES CORPS";"21";NA;"14,7";""
"3714";"SAUMUR";"TOURS";"21";NA;"14,7";""
"3715";"SAUMUR";"VALENCE";"151";25;"116";""
"3716";"SAUMUR";"VALENCE TGV";"151";25;"116";""
"3717";"SAUMUR";"VENDOME VILLIERS SUR LOIR";"40";NA;"27";""
"3718";"SAVERNE";"FUTUROSCOPE";"182";30;"137";""
"3719";"SAVERNE";"ST PIERRE DES CORPS";"168";25;"127";""
"3720";"SAVERNE";"TGV HAUTE PICARDIE";"134";25;"110";""
"3721";"SETE";"MASSY TGV";"162";25;"116";""
"3722";"SETE";"TOULOUSE MATABIAU";"55";15;"38";""
"3723";"ST AVRE ";" LA CHAMBRE-MASSY PALAISEAU";"144";25;"109";""
"3724";"ST AVRE ";" LA CHAMBRE-VERSAILLES CHANTIERS";"144";25;"109";""
"3725";"ST AVRE LA CHAMBRE";"AEROPORT CDG 2 TGV ROISSY";"144";25;"109";""
"3726";"ST AVRE LA CHAMBRE";"ARRAS";"167";NA;"127";""
"3727";"ST AVRE LA CHAMBRE";"AURAY";"179";NA;"137";""
